handover_alt_km,handover_vel_ms,rocket_dv_ms,burn_time_s,tw_equiv,apogee_km,max_g,max_q_kPa,tr1_pass,tr2_pass,tr3_pass,all_pass
20,600,500,60,0.8494733265375467,132.37232000000043,1.8494733265375467,20.205633700784354,False,True,True,False
20,600,500,80,0.63710499490316,149.3723200000003,1.63710499490316,20.205633700784354,False,True,True,False
20,600,700,40,1.783893985728848,143.83782000000045,2.783893985728848,20.205633700784354,False,True,True,False
20,600,700,60,1.1892626571525653,162.83782000000045,2.1892626571525655,20.205633700784354,False,True,True,False
20,600,700,80,0.891946992864424,181.83782000000045,1.891946992864424,20.205633700784354,False,True,True,False
20,600,1000,40,2.54841997961264,194.17954000000066,3.54841997961264,20.205633700784354,False,True,True,False
20,600,1000,60,1.6989466530750934,200.46749000000045,2.6989466530750934,20.205633700784354,False,True,True,False
20,600,1000,80,1.27420998980632,200.54150000000016,2.27420998980632,20.205633700784354,False,True,True,False
20,700,100,40,0.254841997961264,82.2709900000001,1.254841997961264,27.502112537178704,True,True,True,True
20,700,100,60,0.16989466530750935,97.27098999999984,1.237852531430513,27.502112537178704,True,True,True,True
20,700,100,80,0.127420998980632,112.27099000000013,1.237852531430513,27.502112537178704,False,True,True,False
20,700,200,40,0.509683995922528,92.93534000000017,1.5096839959225279,27.502112537178704,True,True,True,True
20,700,200,60,0.3397893306150187,108.93534000000042,1.3397893306150186,27.502112537178704,False,True,True,False
20,700,200,80,0.254841997961264,124.93534000000017,1.254841997961264,27.502112537178704,False,True,True,False
20,700,300,40,0.764525993883792,104.61869000000017,1.764525993883792,27.502112537178704,False,True,True,False
20,700,300,60,0.509683995922528,121.6186900000002,1.5096839959225279,27.502112537178704,False,True,True,False
20,700,300,80,0.382262996941896,138.6186900000002,1.382262996941896,27.502112537178704,False,True,True,False
20,700,500,40,1.27420998980632,131.0455700000003,2.27420998980632,27.502112537178704,False,True,True,False
20,700,500,60,0.8494733265375467,150.04557000000034,1.8494733265375467,27.502112537178704,False,True,True,False
20,700,500,80,0.63710499490316,169.04557000000034,1.63710499490316,27.502112537178704,False,True,True,False
20,700,700,40,1.783893985728848,161.54907000000048,2.783893985728848,27.502112537178704,False,True,True,False
20,700,700,60,1.1892626571525653,182.54907000000068,2.1892626571525655,27.502112537178704,False,True,True,False
20,700,700,80,0.891946992864424,200.17934000000034,1.891946992864424,27.502112537178704,False,True,True,False
20,700,1000,40,2.54841997961264,200.22399000000038,3.54841997961264,27.502112537178704,False,True,True,False
20,700,1000,60,1.6989466530750934,200.27830000000043,2.6989466530750934,27.502112537178704,False,True,True,False
20,700,1000,80,1.27420998980632,200.5477000000001,2.27420998980632,27.502112537178704,False,True,True,False
25,500,100,40,0.254841997961264,65.09929000000001,1.254841997961264,8.980281644793045,False,True,True,False
25,500,100,60,0.16989466530750935,76.09928999999987,1.1698946653075093,8.980281644793045,False,True,True,False
25,500,100,80,0.127420998980632,87.09929000000004,1.1698946653075093,8.980281644793045,True,True,True,True
25,500,200,40,0.509683995922528,73.72564000000006,1.5096839959225279,8.980281644793045,False,True,True,False
25,500,200,60,0.3397893306150187,85.72564000000024,1.3397893306150186,8.980281644793045,True,True,True,True
25,500,200,80,0.254841997961264,97.72564000000008,1.254841997961264,8.980281644793045,True,True,True,True
25,500,300,40,0.764525993883792,83.3709900000001,1.764525993883792,8.980281644793045,True,True,True,True
25,500,300,60,0.509683995922528,96.37099000000012,1.5096839959225279,8.980281644793045,True,True,True,True
25,500,300,80,0.382262996941896,109.37099000000012,1.382262996941896,8.980281644793045,False,True,True,False
25,500,500,40,1.27420998980632,105.71869000000018,2.27420998980632,8.980281644793045,False,True,True,False
25,500,500,60,0.8494733265375467,120.71869000000045,1.8494733265375467,8.980281644793045,False,True,True,False
25,500,500,80,0.63710499490316,135.71869000000018,1.63710499490316,8.980281644793045,False,True,True,False
25,500,700,40,1.783893985728848,132.14557000000033,2.783893985728848,8.980281644793045,False,True,True,False
25,500,700,60,1.1892626571525653,149.1455700000003,2.1892626571525655,8.980281644793045,False,True,True,False
25,500,700,80,0.891946992864424,166.14557000000036,1.891946992864424,8.980281644793045,False,True,True,False
25,500,1000,40,2.54841997961264,179.4293200000006,3.54841997961264,8.980281644793045,False,True,True,False
25,500,1000,60,1.6989466530750934,199.42932000000067,2.6989466530750934,8.980281644793045,False,True,True,False
25,500,1000,80,1.27420998980632,200.32805000000022,2.27420998980632,8.980281644793045,False,True,True,False
25,600,100,40,0.254841997961264,75.67564000000006,1.254841997961264,12.931605568501983,False,True,True,False
25,600,100,60,0.16989466530750935,88.67563999999985,1.2038735983690112,12.931605568501983,True,True,True,True
25,600,100,80,0.127420998980632,101.67564000000009,1.2038735983690112,12.931605568501983,False,True,True,False
25,600,200,40,0.509683995922528,85.32099000000011,1.5096839959225279,12.931605568501983,True,True,True,True
25,600,200,60,0.3397893306150187,99.32099000000036,1.3397893306150186,12.931605568501983,True,True,True,True
25,600,200,80,0.254841997961264,113.32099000000012,1.254841997961264,12.931605568501983,False,True,True,False
25,600,300,40,0.764525993883792,95.98534000000014,1.764525993883792,12.931605568501983,True,True,True,True
25,600,300,60,0.509683995922528,110.98534000000016,1.5096839959225279,12.931605568501983,False,True,True,False
25,600,300,80,0.382262996941896,125.98534000000016,1.382262996941896,12.931605568501983,False,True,True,False
25,600,500,40,1.27420998980632,120.37232000000029,2.27420998980632,12.931605568501983,False,True,True,False
25,600,500,60,0.8494733265375467,137.37232000000049,1.8494733265375467,12.931605568501983,False,True,True,False
